20820;213260;6818431;1;1;0;Carhaix-Plouguer
20820;213271;6844582;1;1;0;Guerlesquin
20801;213272;6797401;1;1;0;Le Saint
20801;213281;6850644;1;1;0;Plouégat-Moysan
20801;213437;6860629;1;1;0;Plestin-les-Grèves
20801;213632;6757244;1;1;0;Ploemeur
20801;213774;6817202;0;0;0;Carhaix-Plouguer
20820;213838;6769178;1;1;1;Rédené
20810;213848;6769255;1;1;1;Rédené
20810;214110;6816461;1;1;0;Carhaix-Plouguer
20801;214262;6816627;1;1;1;Carhaix-Plouguer
20810;214730;6763202;1;1;1;Guidel
20810;215054;6844626;1;1;1;Guerlesquin
20820;215060;6844637;1;1;1;Guerlesquin
20801;215377;6816717;0;1;0;Carhaix-Plouguer
20810;215527;6745642;1;1;0;Groix
20801;215548;6745666;1;1;1;Groix
20820;215798;6757132;0;1;0;Ploemeur
20801;216308;6791477;1;1;1;Le Faouët
20815;216704;6791723;0;1;1;Le Faouët
20801;216964;6872908;1;1;1;Trébeurden
20810;217004;6872879;1;1;1;Trébeurden
20820;217011;6872864;1;1;1;Trébeurden
20820;217011;6872874;1;1;0;Trébeurden
20820;217220;6832663;1;1;0;Plourac'h
20801;217222;6832667;1;1;0;Plourac'h
20801;217284;6849430;1;1;0;Plounérin
20801;217310;6872456;1;1;0;Trébeurden
20820;217335;6849540;1;0;0;Plounérin
20820;217414;6798799;1;1;1;Langonnet
20810;217414;6798799;1;1;1;Langonnet
20801;217928;6756938;1;1;1;Ploemeur
20820;217931;6756937;1;1;0;Ploemeur
20801;218031;6819567;1;1;0;Trébrivan
20810;218310;6864957;1;1;0;Trédrez-Locquémeau
20801;218428;6764787;1;1;0;Gestel
20810;218483;6771409;1;1;1;Arzano
20820;218726;6756862;1;1;1;Ploemeur
20801;218790;6873818;1;1;0;Trébeurden
20820;218807;6873729;1;1;1;Trébeurden
20815;218849;6756868;0;1;1;Ploemeur
20801;218856;6774141;1;1;0;Arzano
20820;219239;6870867;1;1;1;Trébeurden
20810;219244;6870867;0;0;1;Trébeurden
20815;219250;6872293;0;1;1;Trébeurden
20801;219789;6762654;1;1;0;Quéven
20820;219967;6762022;1;1;1;Quéven
20801;220002;6762028;1;1;1;Quéven
20815;220043;6761985;0;1;1;Quéven
20815;220412;6755589;0;1;1;Ploemeur
20820;220462;6785158;1;1;1;Meslan
20820;220496;6837929;1;1;0;La Chapelle-Neuve
20801;220498;6837933;1;1;0;La Chapelle-Neuve
20815;220523;6837943;0;1;0;La Chapelle-Neuve
20820;220669;6810198;1;1;1;Paule
20810;220669;6810198;0;0;1;Paule
20815;220669;6810199;0;1;1;Paule
20810;220899;6870356;0;1;0;Trébeurden
20801;220916;6870368;1;1;0;Trébeurden
20815;221124;6758194;0;1;1;Ploemeur
20810;221127;6758204;1;1;0;Ploemeur
20820;221247;6815527;1;1;0;Paule
20815;221273;6815539;0;1;1;Paule
20820;221339;6757466;1;1;1;Lorient
20810;221339;6757466;1;1;1;Lorient
20815;221341;6757474;0;1;1;Lorient
20815;221379;6872292;0;1;1;Pleumeur-Bodou
20810;221457;6844781;1;1;1;Loguivy-Plougras
20820;221467;6844806;1;1;1;Loguivy-Plougras
20815;221468;6844806;0;1;1;Loguivy-Plougras
20815;221531;6768727;0;1;1;Pont-Scorff
20801;221614;6757433;1;1;1;Lorient
20820;221620;6779586;1;1;1;Guilligomarc'h
20810;221620;6779586;1;1;1;Guilligomarc'h
20810;221632;6754764;1;1;1;Larmor-Plage
20820;221641;6754776;1;1;1;Larmor-Plage
20801;221667;6768424;1;1;0;Pont-Scorff
20810;221765;6857317;1;1;0;Plouaret
20810;221795;6759768;1;1;1;Lorient
20815;221797;6759782;0;1;1;Lorient
20801;221798;6759801;1;1;1;Lorient
20820;221807;6759775;1;1;1;Lorient
20820;221902;6827423;1;1;1;Duault
20810;221902;6827423;1;1;1;Duault
20801;221972;6761573;1;1;0;Quéven
20810;222175;6878321;1;1;0;Trégastel
20810;222186;6869910;1;1;1;Lannion
20820;222198;6869912;1;1;1;Lannion
20815;222199;6869913;0;1;1;Lannion
20801;222247;6873755;1;1;1;Pleumeur-Bodou
20801;222455;6878410;1;1;1;Trégastel
20801;222464;6754353;1;1;1;Larmor-Plage
20810;222469;6756943;1;1;1;Lorient
20820;222474;6756947;1;1;1;Lorient
20801;222698;6757130;1;1;1;Lorient
20801;222939;6769928;1;1;0;Cléguer
20801;223062;6758750;1;1;1;Lorient
20815;223163;6758270;0;1;1;Lorient
20810;223311;6759070;1;1;1;Lorient
20801;223342;6757964;1;1;1;Lorient
20820;223366;6876055;1;1;1;Trégastel
20801;223370;6876060;1;1;1;Trégastel
20810;223373;6876061;0;0;1;Trégastel
20810;223487;6848047;1;1;0;Plounévez-Moëdec
20820;223544;6756325;1;1;1;Lorient
20815;223544;6756325;0;1;1;Lorient
20815;223719;6758548;0;1;1;Lorient
20801;223726;6758540;1;1;1;Lorient
20801;223915;6753382;1;1;0;Port-Louis
20810;224159;6757538;1;1;1;Lorient
20820;224162;6757536;1;1;1;Lorient
20820;224198;6866805;1;1;0;Lannion
20810;224207;6866823;1;1;1;Lannion
20815;224209;6759735;0;1;1;Lanester
20820;224218;6866850;1;1;1;Lannion
20815;224226;6866819;0;1;1;Lannion
20801;224227;6866822;1;1;1;Lannion
20801;224256;6759785;1;1;1;Lanester
20801;224573;6814141;1;1;0;Glomel
20820;224612;6878569;1;1;0;Perros-Guirec
20820;224712;6816468;1;1;1;Maël-Carhaix
20815;224776;6871764;0;1;1;Lannion
20810;224778;6871762;0;0;1;Lannion
20801;224810;6871816;1;1;0;Lannion
20810;224859;6770308;1;1;1;Cléguer
20815;224865;6770312;0;1;1;Cléguer
20810;224866;6762213;1;1;1;Caudan
20815;224872;6821384;0;1;0;Locarn
20810;224873;6821378;1;1;0;Locarn
20801;224873;6821387;1;1;0;Locarn
20815;225202;6875454;0;1;0;Perros-Guirec
20801;225249;6759028;1;1;1;Lanester
20820;225281;6867693;1;1;0;Lannion
20820;225281;6867693;1;1;1;Lannion
20810;225284;6867691;0;0;1;Lannion
20801;225299;6877868;1;1;0;Perros-Guirec
20810;225307;6877836;1;1;0;Perros-Guirec
20820;225387;6763769;1;1;1;Caudan
20810;225387;6763769;1;1;1;Caudan
20815;225395;6763762;0;1;1;Caudan
20820;225443;6830686;1;1;1;Callac
20810;225443;6830686;1;1;1;Callac
20801;225446;6868812;1;1;1;Lannion
20801;225508;6759837;1;1;1;Lanester
20820;225535;6759840;1;1;1;Lanester
20810;225555;6759798;1;1;1;Lanester
20820;225674;6761063;1;1;1;Lanester
20801;225675;6761048;1;1;1;Lanester
20815;225751;6758721;0;1;0;Lanester
20801;225761;6758724;0;1;1;Lanester
20820;225764;6758716;1;1;1;Lanester
20810;225766;6758719;1;1;0;Lanester
20820;225767;6870501;1;1;1;Lannion
20801;225813;6867310;1;1;1;Lannion
20810;225819;6870491;1;1;1;Lannion
20801;226005;6755043;1;1;0;Locmiquélic
20801;226140;6757971;1;1;1;Lanester
20801;226361;6863578;1;1;0;Ploubezre
20801;226446;6769735;1;1;0;Cléguer
20801;226553;6876069;1;1;1;Perros-Guirec
20810;226565;6872896;1;1;1;Saint-Quay-Perros
20820;226569;6872890;1;1;1;Saint-Quay-Perros
20801;226578;6872896;1;1;0;Saint-Quay-Perros
20801;226782;6846404;1;1;0;Plounévez-Moëdec
20820;226869;6790463;1;1;1;Saint-Caradec-Trégomel
20815;226955;6867606;0;1;1;Lannion
20801;227215;6866483;0;1;0;Lannion
20810;227221;6866483;1;1;0;Lannion
20820;227290;6830096;1;1;0;Saint-Servais
20810;227290;6830096;1;1;0;Saint-Servais
20815;227291;6830097;0;1;0;Saint-Servais
20815;227315;6864197;0;1;1;Ploubezre
20810;227324;6864221;1;1;1;Ploubezre
20801;227426;6875862;1;1;0;Perros-Guirec
20820;227532;6762172;1;0;0;Lanester
20801;227533;6762039;1;1;0;Lanester
20820;227579;6869355;1;1;1;Lannion
20810;227804;6777300;1;1;1;Plouay
20801;227805;6777294;1;1;1;Plouay
20820;227807;6777298;1;1;1;Plouay
20815;227807;6777298;0;1;1;Plouay
20801;227849;6876824;1;1;1;Perros-Guirec
20820;227856;6876804;1;1;0;Perros-Guirec
20810;228260;6870331;1;1;1;Lannion
20810;228267;6800060;1;1;0;Plouray
20815;228307;6800106;0;1;0;Plouray
20801;228308;6800110;1;1;0;Plouray
20820;228730;6853656;1;1;1;Trégrom
20820;228988;6846166;1;0;0;Belle-Isle-en-Terre
20810;229353;6758555;1;1;0;Kervignac
20820;229495;6866358;1;1;1;Rospez
20810;230023;6708567;1;1;0;Bangor
20801;230028;6708597;1;1;0;Bangor
20820;230032;6708599;1;1;0;Bangor
20815;230373;6873032;0;1;1;Louannec
20810;230457;6873293;0;1;1;Louannec
20820;230461;6873300;1;1;1;Louannec
20820;230769;6864218;1;1;0;Caouënnec-Lanvézéac
20801;230771;6864222;1;1;0;Caouënnec-Lanvézéac
20810;230982;6763110;1;1;1;Hennebont
20801;230983;6763108;1;1;1;Hennebont
20815;230995;6763097;0;1;1;Hennebont
20820;231228;6713176;1;1;1;Sauzon
20810;231667;6783624;1;1;1;Inguiniel
20815;231694;6783632;0;1;1;Inguiniel
20801;231798;6751591;1;1;1;Plouhinec
20815;231896;6752320;0;1;0;Plouhinec
20820;231961;6848343;1;1;1;Louargat
20810;231961;6848343;1;1;1;Louargat
20810;231976;6752174;1;1;1;Plouhinec
20820;231983;6752152;1;1;1;Plouhinec
20810;231992;6766224;1;1;1;Inzinzac-Lochrist
20801;232002;6766148;1;1;0;Inzinzac-Lochrist
20820;232057;6811106;1;1;1;Rostrenen
20810;232127;6811114;1;1;1;Rostrenen
20815;232439;6762642;0;1;1;Kervignac
20820;232542;6758874;1;1;0;Kervignac
20815;232556;6758856;0;1;1;Kervignac
20810;232748;6773486;1;1;1;Lanvaudan
20801;232981;6796047;1;1;0;Ploërdut
20810;233141;6821966;1;1;0;Kergrist-Moëlou
20801;233142;6821970;1;1;0;Kergrist-Moëlou
20820;233251;6757218;1;1;1;Kervignac
20801;233659;6871110;1;1;0;Kermaria-Sulard
20815;233704;6755018;0;1;1;Merlevenez
20820;233713;6848275;1;1;0;Louargat
20801;233714;6848281;1;1;0;Louargat
20810;233817;6875443;1;1;0;Trévou-Tréguignec
20815;233822;6875457;0;1;1;Trévou-Tréguignec
20801;233835;6782033;1;1;0;Inguiniel
20801;233847;6875482;1;1;0;Trévou-Tréguignec
20820;233860;6875455;1;1;1;Trévou-Tréguignec
20801;234029;6752361;1;1;0;Plouhinec
20801;234109;6755940;1;1;0;Merlevenez
20810;235109;6794069;1;1;1;Ploërdut
20801;235335;6764357;1;1;0;Languidic
20820;235404;6838680;1;1;1;Pont-Melvez
20810;235404;6838680;1;1;1;Pont-Melvez
20820;235405;6711707;1;1;0;Le Palais
20815;235405;6838681;0;1;0;Pont-Melvez
20810;235466;6712172;1;1;0;Le Palais
20810;235478;6869443;1;1;1;Coatréven
20820;235487;6869450;1;1;1;Coatréven
20810;235573;6746815;1;1;1;Étel
20820;235577;6746818;1;1;1;Étel
20810;235656;6763127;1;1;0;Kervignac
20801;235943;6811453;1;1;0;Plouguernével
20820;236117;6855151;1;0;0;Bégard
20801;236176;6748721;1;1;1;Belz
20815;236440;6812271;0;1;1;Plouguernével
20820;236497;6753989;1;1;1;Sainte-Hélène
20810;236497;6753989;1;1;1;Sainte-Hélène
20801;236770;6747538;1;1;1;Belz
20810;237134;6766534;1;1;1;Languidic
20810;237163;6875736;1;1;1;Penvénan
20820;237346;6759825;1;1;1;Nostang
20810;237485;6744493;1;1;1;Erdeven
20820;237487;6847830;1;1;1;Tréglamus
20810;237487;6847830;1;1;0;Tréglamus
20801;237491;6744511;1;1;1;Erdeven
20815;237521;6744410;0;1;1;Erdeven
20801;237837;6731486;1;1;1;Saint-Pierre-Quiberon
20810;237966;6852758;1;1;0;Saint-Laurent
20801;237981;6852756;1;1;1;Bégard
20820;237987;6852754;1;1;1;Bégard
20801;238212;6792659;1;1;0;Locmalo
20820;238232;6730177;1;1;1;Saint-Pierre-Quiberon
20801;238648;6779884;1;1;0;Bubry
20801;238742;6868652;1;1;0;Langoat
20801;238835;6766619;1;1;1;Languidic
20820;238907;6810877;1;1;1;Plouguernével
20810;238907;6810877;1;1;1;Plouguernével
20810;239052;6792976;1;1;1;Locmalo
20820;239060;6792988;1;1;1;Locmalo
20820;239111;6766696;1;1;1;Languidic
20810;239111;6766696;1;1;1;Languidic
20810;239371;6727955;1;1;1;Quiberon
20820;239383;6727949;1;1;1;Quiberon
20810;240026;6872700;1;1;1;Plouguiel
20801;240089;6726878;1;1;1;Quiberon
20810;240094;6726918;1;1;1;Quiberon
20820;240138;6748560;1;1;1;Belz
20810;240138;6748560;1;1;1;Belz
20801;240588;6705923;1;1;1;Locmaria
20810;240594;6705933;1;1;0;Locmaria
20820;240840;6725931;0;1;0;Quiberon
20820;241037;6781260;1;1;1;Bubry
20810;241037;6781260;1;1;1;Bubry
20815;241048;6781253;0;1;1;Bubry
20820;241072;6830723;1;1;1;Kerien
20810;241072;6830723;1;1;1;Kerien
20801;241419;6739503;1;1;1;Plouharnel
20820;241428;6739500;1;1;1;Plouharnel
20810;241612;6758692;1;1;1;Landévant
20820;241621;6758670;1;1;1;Landévant
20801;241628;6758683;1;1;1;Landévant
20820;242161;6867385;1;1;1;La Roche-Jaudy
20815;242162;6867385;0;1;1;La Roche-Jaudy
20801;242305;6871255;1;1;1;Minihy-Tréguier
20820;242362;6873649;1;1;1;Plouguiel
20810;242362;6873649;0;0;1;Plouguiel
20815;242392;6873627;0;1;1;Plouguiel
20801;242821;6737020;1;1;0;Carnac
20815;242959;6836468;0;1;1;Bourbriac
20801;242963;6836451;1;1;1;Bourbriac
20810;242968;6836441;1;1;0;Bourbriac
20820;242970;6836439;1;0;0;Bourbriac
20801;242972;6865404;1;1;0;La Roche-Jaudy
20801;242988;6738416;1;1;1;Carnac
20810;242998;6738476;1;1;1;Carnac
20810;243042;6819691;1;1;1;Saint-Nicolas-du-Pélem
20801;243050;6819955;1;1;1;Saint-Nicolas-du-Pélem
20815;243053;6738478;0;1;1;Carnac
20820;243061;6819708;1;1;1;Saint-Nicolas-du-Pélem
20820;243260;6751795;1;1;1;Locoal-Mendon
20815;243261;6751795;0;1;1;Locoal-Mendon
20801;243734;6768597;1;1;0;Languidic
20801;243758;6736759;0;1;0;Carnac
20815;243887;6847146;0;1;1;Plouisy
20815;243907;6872857;0;1;1;Trédarzec
20810;243914;6872848;1;1;0;Trédarzec
20820;244000;6736788;1;1;1;Carnac
20810;244005;6736783;1;1;1;Carnac
20801;244145;6737575;0;1;1;Carnac
20820;244155;6807257;1;1;1;Bon Repos sur Blavet
20820;244215;6736796;0;1;0;Carnac
20810;244285;6807296;1;1;1;Bon Repos sur Blavet
20801;244481;6740721;1;1;0;Carnac
20801;244689;6745370;1;1;0;Ploemel
20801;244717;6753744;1;1;0;Locoal-Mendon
20801;244986;6736855;1;1;1;Carnac
20820;245259;6859944;1;1;1;Plouëc-du-Trieux
20810;245259;6859944;0;0;1;Plouëc-du-Trieux
20820;245700;6745592;1;1;1;Ploemel
20815;245701;6745593;0;1;1;Ploemel
20801;245734;6845495;1;1;1;Grâces
20820;245997;6773348;1;1;1;Quistinic
20820;246141;6738899;1;1;1;La Trinité-sur-Mer
20815;246141;6738899;0;1;1;La Trinité-sur-Mer
20820;246595;6847522;1;1;1;Guingamp
20801;246597;6847525;1;1;1;Guingamp
20810;246597;6850664;1;1;0;Plouisy
20810;246598;6847528;1;1;1;Guingamp
20820;246609;6737166;1;1;1;La Trinité-sur-Mer
20810;246609;6737166;1;1;1;La Trinité-sur-Mer
20801;246612;6737156;1;1;1;La Trinité-sur-Mer
20810;246764;6872409;1;1;1;Pleumeur-Gautier
20801;247021;6846004;1;1;1;Guingamp
20810;247180;6787371;1;1;1;Guern
20810;247477;6750671;1;1;1;Brech
20815;247489;6750672;0;1;1;Brech
20820;247534;6738579;1;1;1;La Trinité-sur-Mer
20810;247534;6738579;1;1;1;La Trinité-sur-Mer
20820;247708;6862025;1;1;0;Quemper-Guézennec
20810;247708;6862025;1;1;0;Quemper-Guézennec
20815;247708;6862026;0;1;1;Quemper-Guézennec
20801;247720;6862042;1;1;0;Quemper-Guézennec
20820;247800;6868908;1;1;0;Pleudaniel
20801;247834;6844772;0;1;0;Ploumagoar
20815;247875;6847224;0;1;1;Saint-Agathon
20801;248038;6808645;1;1;0;Bon Repos sur Blavet
20801;248168;6848950;1;1;0;Pabu
20815;248409;6798516;0;1;1;Cléguérec
20815;248691;6854111;0;1;1;Pommerit-le-Vicomte
20820;248707;6792500;1;1;1;Malguénac
20810;248707;6792500;1;1;1;Malguénac
20801;248734;6795134;1;1;0;Cléguérec
20801;249008;6737522;1;1;1;Saint-Philibert
20801;249220;6756965;0;0;0;Pluvigner
20815;249273;6845626;0;1;1;Saint-Agathon
20801;249470;6742204;1;1;0;Crach
20820;249474;6742201;1;1;1;Crach
20810;249474;6742201;1;1;1;Crach
20801;249504;6834630;1;1;0;Plésidy
20810;249509;6746659;1;1;1;Auray
20820;249538;6821160;1;1;0;Canihuel
20801;249540;6821163;1;1;0;Canihuel
20815;249613;6769569;0;1;1;Baud
20820;249616;6769569;1;1;1;Baud
20810;249616;6769569;1;1;1;Baud
20801;249864;6748246;1;1;1;Brech
20820;249924;6877590;1;0;0;Pleubian
20810;249931;6877617;1;1;1;Pleubian
20820;250017;6858757;1;1;1;Saint-Clet
20815;250018;6858779;0;1;1;Saint-Clet
20801;250085;6746143;1;1;1;Auray
20801;250164;6786457;1;0;0;Guern
20801;250231;6759025;1;1;1;Pluvigner
20810;250909;6744773;1;1;1;Crach
20801;250911;6771614;1;1;1;Baud
20820;250913;6747215;1;1;1;Auray
20810;250913;6747215;1;1;1;Auray
20820;250969;6752645;1;1;1;Brech
20810;250969;6752645;1;1;1;Brech
20820;251006;6738805;1;1;1;Saint-Philibert
20815;251006;6738806;0;1;1;Saint-Philibert
20810;251017;6738829;1;1;1;Saint-Philibert
20810;251174;6758430;1;1;1;Pluvigner
20820;251181;6758430;1;1;1;Pluvigner
20815;251186;6758464;0;1;1;Pluvigner
20820;251445;6861054;1;1;1;Quemper-Guézennec
20815;251470;6872203;0;1;1;Lézardrieux
20801;251472;6872205;1;1;0;Lézardrieux
20820;251484;6872176;1;1;0;Lézardrieux
20801;251728;6746652;1;1;0;Auray
20810;251926;6765588;1;1;1;Camors
20820;251934;6765585;1;1;1;Camors
20815;251934;6765585;0;1;1;Camors
20801;252147;6737116;1;1;1;Locmariaquer
20815;252301;6817925;0;1;1;Corlay
20820;252789;6865604;1;1;1;Plourivo
20810;252803;6865626;0;1;0;Plourivo
20820;252846;6736436;1;1;1;Locmariaquer
20810;252915;6778377;1;1;1;Pluméliau-Bieuzy
20810;252930;6829385;1;1;0;Saint-Connan
20820;252932;6829379;1;1;0;Saint-Connan
20815;252932;6829379;0;1;0;Saint-Connan
20801;252972;6750374;1;1;0;Sainte-Anne-d'Auray
20810;253097;6788220;1;1;1;Le Sourn
20820;253110;6788186;1;1;1;Le Sourn
20820;253727;6818233;1;1;1;Corlay
20810;253970;6743160;1;1;1;Bono
20820;254044;6749083;1;1;1;Sainte-Anne-d'Auray
20815;254044;6749083;0;1;0;Sainte-Anne-d'Auray
20810;254044;6749083;1;1;1;Sainte-Anne-d'Auray
20815;254359;6779149;0;1;1;Pluméliau-Bieuzy
20810;254683;6843295;1;1;1;Saint-Jean-Kerdaniel
20815;254739;6807071;0;1;1;Guerlédan
20810;255112;6790726;1;1;1;Pontivy
20820;255113;6790727;1;1;1;Pontivy
20820;255277;6798573;1;1;1;Neulliac
20820;255457;6866598;1;1;1;Plourivo
20801;255627;6844794;1;0;0;Saint-Jean-Kerdaniel
20801;255683;6870807;1;1;0;Paimpol
20801;255912;6789505;1;1;0;Pontivy
20810;256181;6771964;1;1;1;Guénin
20815;256222;6872518;0;1;1;Ploubazlanec
20820;256253;6872528;1;1;1;Ploubazlanec
20820;256445;6842736;1;1;0;Châtelaudren-Plouagat
20801;256489;6791379;1;1;1;Pontivy
20815;256508;6867974;0;1;1;Paimpol
20801;256516;6867939;1;1;1;Paimpol
20801;256531;6733643;1;1;1;Arzon
20801;256543;6788169;1;1;0;Pontivy
20801;256587;6741477;1;1;1;Baden
20810;256896;6741260;1;1;1;Baden
20820;256897;6741260;1;1;1;Baden
20815;256902;6741245;0;1;1;Baden
20820;256925;6754011;1;1;1;Plumergat
20815;256926;6754051;0;1;1;Plumergat
20810;256926;6754051;1;1;1;Plumergat
20810;256954;6732472;1;1;1;Arzon
20820;256960;6732492;1;1;1;Arzon
20801;256971;6732490;1;1;1;Arzon
20810;256998;6868366;0;1;1;Paimpol
20820;257010;6868379;1;1;1;Paimpol
20801;257012;6868383;1;1;0;Paimpol
20820;257349;6787369;1;1;1;Saint-Thuriau
20815;257699;6745992;0;1;1;Plougoumelen
20810;257705;6746009;1;1;1;Plougoumelen
20820;257711;6746060;1;1;1;Plougoumelen
20801;257941;6746052;1;1;0;Plougoumelen
20801;257986;6732131;0;1;1;Arzon
20820;259300;6854596;1;1;0;Lanvollon
20815;259301;6854597;0;1;1;Lanvollon
20801;259457;6852800;0;1;1;Lanvollon
20820;259815;6878415;1;1;1;Île-de-Bréhat
20810;259837;6878456;1;1;0;Île-de-Bréhat
20810;259925;6745636;0;1;1;Ploeren
20820;259930;6745638;1;1;1;Ploeren
20801;260068;6807874;1;1;0;Guerlédan
20801;260117;6877162;1;1;0;Île-de-Bréhat
20801;260291;6767308;1;1;0;Plumelin
20820;260294;6767307;1;1;1;Plumelin
20810;260294;6767307;0;0;1;Plumelin
20810;260414;6843097;1;1;0;Plélo
20810;260419;6867090;1;1;1;Plouézec
20820;260422;6867076;1;1;1;Plouézec
20815;260423;6843106;0;1;1;Plélo
20801;260424;6843096;1;1;0;Plélo
20801;260425;6867081;1;1;1;Plouézec
20810;260965;6832815;1;1;0;Cohiniac
20810;261030;6729055;1;1;1;Saint-Gildas-de-Rhuys
20801;261074;6738128;1;1;0;Île-aux-Moines
20801;261586;6743985;1;1;1;Arradon
20820;261615;6795194;1;1;1;Saint-Gérand-Croixanvec
20810;261615;6795194;1;1;1;Saint-Gérand-Croixanvec
20810;262083;6743220;1;1;0;Arradon
20810;262106;6858369;1;1;0;Plouha
20810;262240;6845325;1;1;0;Plélo
20820;262241;6845326;1;1;0;Plélo
20801;262724;6727252;0;1;1;Saint-Gildas-de-Rhuys
20820;262838;6790647;1;1;0;Noyal-Pontivy
20810;262838;6790647;1;1;0;Noyal-Pontivy
20801;262854;6790651;1;1;1;Noyal-Pontivy
20801;262877;6741086;1;1;0;Arradon
20820;262880;6826797;1;1;1;Saint-Brandan
20815;262881;6826798;0;1;0;Saint-Brandan
20810;262882;6741193;1;1;0;Arradon
20810;262888;6826802;1;1;0;Saint-Brandan
20820;262907;6741107;1;1;1;Arradon
20810;263424;6730564;1;1;0;Sarzeau
20801;263465;6755406;1;1;0;Grand-Champ
20820;263474;6755425;1;1;1;Grand-Champ
20801;263654;6769627;1;1;0;Locminé
20815;263655;6834841;0;1;1;Saint-Donan
20820;263755;6858386;1;1;1;Plouha
20810;263762;6728537;1;1;1;Sarzeau
20820;264000;6772431;1;1;1;Moréac
20801;264065;6749615;1;1;0;Plescop
20810;264074;6749624;1;1;1;Plescop
20820;264076;6749624;1;1;1;Plescop
20815;264077;6749625;0;1;1;Plescop
20810;264187;6834875;1;1;0;Saint-Donan
20815;264221;6755347;0;1;1;Grand-Champ
20810;264228;6755321;1;1;0;Grand-Champ
20801;264229;6725496;1;1;0;Sarzeau
20815;264462;6769318;0;1;1;Locminé
20801;264523;6770787;1;1;1;Moréac
20820;264635;6768268;1;1;1;Moustoir-Ac
20815;265100;6729248;0;1;0;Sarzeau
20801;265198;6782126;1;1;1;Évellys
20820;265201;6782108;1;1;1;Évellys
20810;265201;6782108;1;1;1;Évellys
20801;265377;6747323;1;1;0;Plescop
20810;265378;6745449;0;1;1;Ploeren
20801;265400;6745362;1;1;0;Ploeren
20801;265850;6773303;1;1;0;Moréac
20801;266038;6840362;1;1;0;Plerneuf
20801;266194;6743482;1;1;1;Vannes
20810;266305;6745581;0;1;0;Vannes
20801;266396;6844532;1;1;0;Trégomeur
20801;266553;6761666;1;1;0;Colpo
20801;266563;6847731;1;0;0;Trégomeur
20801;266617;6744573;1;1;1;Vannes
20820;266625;6744588;1;1;1;Vannes
20815;266626;6744591;0;1;0;Vannes
20810;266630;6744582;1;0;0;Vannes
20810;266728;6742859;0;0;1;Vannes
20820;266728;6742875;1;1;1;Vannes
20815;266944;6743167;0;1;1;Vannes
20810;267080;6751161;1;1;1;Meucon
20815;267081;6751161;0;1;1;Meucon
20801;267137;6729785;1;1;0;Sarzeau
20801;267341;6835665;1;1;0;Saint-Donan
20820;267404;6815754;1;1;1;Allineuc
20810;267404;6815754;1;1;1;Allineuc
20801;267406;6856011;1;1;1;Tréveneuc
20801;267501;6755588;1;1;0;Locmaria-Grand-Champ
20810;267516;6742211;0;1;0;Vannes
20801;267517;6742214;1;1;0;Vannes
20801;267724;6748581;1;1;0;Saint-Avé
20820;267901;6744547;1;1;1;Vannes
20820;267914;6743905;1;0;0;Vannes
20810;267929;6743890;1;1;0;Vannes
20810;267965;6744856;1;1;1;Vannes
20801;267969;6744862;1;1;1;Vannes
20801;267998;6744142;1;1;1;Vannes
20820;268198;6769259;1;1;1;Bignan
20815;268198;6769259;0;1;1;Bignan
20801;268322;6742955;1;1;1;Vannes
20801;268682;6744287;1;0;0;Vannes
20801;268753;6752942;1;1;0;Locqueltas
20801;268867;6819251;1;1;1;Plœuc-L'Hermitage
20820;268927;6745326;1;1;0;Vannes
20801;268951;6745303;1;1;1;Vannes
20815;268973;6742490;0;1;1;Vannes
20820;269416;6827999;1;1;0;Plaintel
20810;269462;6827952;1;0;0;Plaintel
20815;269481;6827947;0;1;1;Plaintel
20801;269582;6853205;1;1;0;Binic-Étables-sur-Mer
20801;269584;6829850;1;1;1;Plaintel
20810;269614;6738976;1;1;0;Séné
20801;269641;6738976;1;1;0;Séné
20815;269755;6738997;0;1;1;Séné
20810;269792;6785833;1;1;1;Crédin
20820;269886;6742518;1;1;1;Séné
20801;269950;6805395;1;1;0;Trévé
20801;270046;6746614;1;1;1;Saint-Avé
20820;270089;6728413;1;1;1;Sarzeau
20810;270173;6848908;1;1;0;Binic-Étables-sur-Mer
20801;270180;6848963;1;1;1;Binic-Étables-sur-Mer
20820;270250;6746543;1;1;1;Saint-Avé
20815;270302;6746547;0;1;1;Saint-Avé
20801;270437;6851123;1;1;0;Binic-Étables-sur-Mer
20820;270637;6789623;1;1;1;Crédin
20810;270637;6789623;1;1;1;Crédin
20801;270708;6748142;1;1;0;Saint-Avé
20820;270708;6830532;1;1;1;Plaintel
